No.,Topic,Source,Question,Choices,Answer,Explanation,Difficulty
2863,Artificial Intelligence,Intellipaat,What does a low validation accuracy suggest in AI?,"a) Poor generalization, b) Good fit, c) High precision, d) Low variance",a,"Indicates the model fails to perform well on unseen data, possibly overfitting.",
2864,Artificial Intelligence,Intellipaat,What is the role of a state space in AI planning?,"a) Defines possible configurations, b) Clusters data, c) Reduces features, d) Predicts rewards",a,"Represents all possible states an agent can encounter in a problem (e.g., chess moves).",
2865,Artificial Intelligence,Intellipaat,What is the primary goal of multi-task learning in AI?,"a) Share knowledge across tasks, b) Increase variance, c) Cluster data, d) Reduce speed",a,Improves efficiency by training one model on related tasks simultaneously.,
2866,Artificial Intelligence,Intellipaat,What does a high false positive rate imply in AI classification?,"a) Many incorrect positives, b) Many missed positives, c) High accuracy, d) Low bias",a,FPR = FP / (FP + TN); high value means frequent wrong positive predictions.,
2867,Artificial Intelligence,Intellipaat,What is the advantage of using a genetic algorithm in AI?,"a) Evolves solutions over generations, b) Clusters data, c) Reduces features, d) Predicts labels",a,"Optimizes by mimicking natural selection, effective for complex, non-linear problems.",
2868,Artificial Intelligence,Intellipaat,What is the purpose of a confusion matrix in AI evaluation?,"a) Summarize classification performance, b) Predict sequences, c) Cluster data, d) Reduce dimensions",a,"Breaks down true positives, false negatives, etc., to assess model accuracy.",
2869,Artificial Intelligence,Intellipaat,What does a high-dimensional latent space enable in AI?,"a) Rich data representation, b) Faster training, c) Low variance, d) Simple models",a,"Allows complex patterns to be captured in compressed form (e.g., in autoencoders).",
2870,Artificial Intelligence,Intellipaat,What is the key benefit of active learning in AI?,"a) Reduces labeling effort, b) Increases variance, c) Clusters data, d) Slows training",a,"Queries the most informative samples for labeling, minimizing human effort.",
2871,Artificial Intelligence,Intellipaat,What does a low training loss with high test loss indicate in AI?,"a) Overfitting, b) Underfitting, c) Good fit, d) High precision",a,Model fits training data too well but fails to generalize to test data.,
2872,Artificial Intelligence,Intellipaat,What is the purpose of a belief network in AI?,"a) Model probabilistic dependencies, b) Predict sequences, c) Cluster data, d) Reduce features",a,"Represents variables and their conditional relationships (e.g., Bayesian networks).",
2873,Artificial Intelligence,Intellipaat,What is the advantage of using a Monte Carlo method in AI?,"a) Estimates via random sampling, b) Clusters data, c) Reduces features, d) Increases speed",a,"Approximates solutions in uncertain or complex systems (e.g., RL value estimation).",
2874,Artificial Intelligence,Intellipaat,What does a high true negative rate indicate in AI classification?,"a) Good negative class detection, b) Poor positive detection, c) High variance, d) Low bias",a,TNR = TN / (TN + FP); high value means correctly identifying negatives.,
2875,Artificial Intelligence,Intellipaat,What is the primary focus of explainable AI (XAI)?,"a) Transparent decision-making, b) Faster training, c) Cluster data, d) Reduce dimensions",a,"Ensures AI decisions are understandable to humans, critical for trust and ethics.",
2876,Artificial Intelligence,Intellipaat,What does a low-dimensional embedding achieve in AI?,"a) Simplifies data representation, b) Increases variance, c) Clusters data, d) Predicts labels",a,"Reduces complexity while preserving key information (e.g., t-SNE for visualization).",
2877,Artificial Intelligence,Intellipaat,What is the purpose of a reward function in AI reinforcement learning?,"a) Defines learning objective, b) Clusters states, c) Reduces features, d) Increases speed",a,"Specifies what the agent should optimize, guiding its behavior through feedback.",
2878,Artificial Intelligence,Intellipaat,What is the advantage of using a particle filter in AI?,"a) Tracks uncertainty in dynamic systems, b) Clusters data, c) Reduces features, d) Predicts labels",a,"Estimates state in noisy, non-linear environments (e.g., robot localization).",
2879,Artificial Intelligence,Intellipaat,What does a high precision-recall trade-off imply in AI?,"a) Balancing false positives and negatives, b) Faster training, c) Low variance, d) High bias",a,Adjusting thresholds shifts focus between precision (fewer FP) and recall (fewer FN).,
2880,Artificial Intelligence,Intellipaat,What is the purpose of a clustering algorithm in AI?,"a) Group similar data points, b) Predict labels, c) Reduce dimensions, d) Optimize rewards",a,"Identifies natural groupings in unlabeled data (e.g., k-means).",
2881,Artificial Intelligence,Intellipaat,What does a high computational complexity indicate in AI?,"a) Resource-intensive model, b) Simple model, c) High accuracy, d) Low variance",a,"Requires more time/memory, challenging scalability (e.g., deep neural nets).",
2882,Artificial Intelligence,Intellipaat,What is the advantage of using a Kalman filter in AI?,"a) Optimal state estimation, b) Clusters data, c) Reduces features, d) Increases variance",a,"Predicts and updates states in linear systems with noise (e.g., tracking).",
2883,Artificial Intelligence,Intellipaat,What does a low false negative rate imply in AI classification?,"a) Few missed positives, b) Few incorrect positives, c) High variance, d) Low bias",a,FNR = FN / (FN + TP); low value means effectively capturing positive instances.,
2884,Artificial Intelligence,Intellipaat,What is the purpose of a generative adversarial network (GAN) in AI?,"a) Create realistic data, b) Classify data, c) Cluster inputs, d) Reduce dimensions",a,Pits generator against discriminator to produce high-quality synthetic data.,
2885,Artificial Intelligence,Intellipaat,What does a high variance in AI model performance suggest?,"a) Sensitivity to training data, b) Stable fit, c) High precision, d) Low bias",a,"Indicates overfitting, where small data changes greatly affect predictions.",
2886,Artificial Intelligence,Intellipaat,What is the advantage of using a hidden Markov model (HMM) in AI?,"a) Models sequential data with hidden states, b) Clusters data, c) Reduces features, d) Increases speed",a,"Captures patterns in sequences (e.g., speech) with unobserved states.",
2887,Artificial Intelligence,Intellipaat,What is the purpose of a regularization term in AI optimization?,"a) Penalize model complexity, b) Predict sequences, c) Cluster data, d) Reduce dimensions",a,"Adds a penalty (e.g., L2 norm) to prevent overfitting by favoring simpler models.",
2888,Artificial Intelligence,Intellipaat,What does a high bias in AI model performance indicate?,"a) Underfitting, b) Overfitting, c) High accuracy, d) Low variance",a,"Suggests the model is too simple to capture data patterns, missing complexity.",
2889,Artificial Intelligence,Intellipaat,What is the advantage of using a swarm optimization algorithm in AI?,"a) Decentralized global search, b) Clusters data, c) Reduces features, d) Predicts labels",a,"Mimics collective behavior (e.g., PSO) to find optimal solutions efficiently.",
2890,Artificial Intelligence,Intellipaat,What does a low convergence rate imply in AI training?,"a) Slow parameter optimization, b) Fast training, c) High accuracy, d) Low variance",a,Indicates the model takes longer to reach the optimal solution.,
2891,Artificial Intelligence,Intellipaat,What is the purpose of a variational inference in AI?,"a) Approximate complex distributions, b) Predict sequences, c) Cluster data, d) Reduce dimensions",a,"Simplifies posterior estimation in probabilistic models (e.g., VAEs).",
2892,Artificial Intelligence,Intellipaat,What does a high F1 score indicate in AI classification?,"a) Balanced precision and recall, b) Poor fit, c) High variance, d) Low bias",a,F1 = 2 * (precision * recall) / (precision + recall); high value shows good trade-off.,
2893,Artificial Intelligence,Intellipaat,What is the advantage of using a transformer architecture in AI?,"a) Parallel sequence processing, b) Clusters data, c) Reduces features, d) Increases variance",a,"Processes entire sequences at once with attention, unlike RNNs’ sequential approach.",
2894,Artificial Intelligence,Intellipaat,What does a low precision score indicate in AI classification?,"a) Many false positives, b) Many false negatives, c) High accuracy, d) Low variance",a,Precision = TP / (TP + FP); low value means frequent incorrect positive predictions.,
2895,Artificial Intelligence,Intellipaat,What is the purpose of a policy gradient method in AI?,"a) Optimize RL policies directly, b) Cluster states, c) Reduce features, d) Predict labels",a,Adjusts policy parameters to maximize expected rewards in reinforcement learning.,
2896,Artificial Intelligence,Intellipaat,What does a high recall score indicate in AI classification?,"a) Few false negatives, b) Few false positives, c) High variance, d) Low bias",a,Recall = TP / (TP + FN); high value means most actual positives are captured.,
2897,Artificial Intelligence,Intellipaat,What is the advantage of using a capsule network in AI?,"a) Models spatial relationships, b) Clusters data, c) Reduces features, d) Increases speed",a,"Captures part-whole hierarchies (e.g., in images), improving on CNNs.",
2898,Artificial Intelligence,Intellipaat,What does a low ROC-AUC score indicate in AI classification?,"a) Poor class separation, b) Good separation, c) High accuracy, d) Low variance",a,AUC near 0.5 suggests the model struggles to distinguish between classes.,
2899,Artificial Intelligence,Intellipaat,What is the purpose of a contrastive learning approach in AI?,"a) Learn from similar/dissimilar pairs, b) Predict sequences, c) Cluster data, d) Reduce dimensions",a,"Trains models to differentiate between related and unrelated data (e.g., SimCLR).",
